TP_GRAU_ACADEMICO;CO_CURSO;IN_GRATUITO;QT_CURSO;QT_VG_TOTAL;QT_VG_TOTAL_DIURNO;QT_VG_TOTAL_NOTURNO;QT_VG_TOTAL_EAD;QT_VG_NOVA;QT_VG_PROC_SELETIVO;QT_VG_REMANESC;QT_VG_PROG_ESPECIAL;QT_INSCRITO_TOTAL;QT_INSCRITO_TOTAL_DIURNO;QT_INSCRITO_TOTAL_NOTURNO;QT_INSCRITO_TOTAL_EAD;QT_INSC_VG_NOVA;QT_INSC_PROC_SELETIVO;QT_INSC_VG_REMANESC;QT_INSC_VG_PROG_ESPECIAL;QT_ING;QT_ING_FEM;QT_ING_MASC;QT_ING_DIURNO;QT_ING_NOTURNO;QT_ING_VG_NOVA;QT_ING_VESTIBULAR;QT_ING_ENEM;QT_ING_AVALIACAO_SERIADA;QT_ING_SELECAO_SIMPLIFICA;QT_ING_EGR;QT_ING_OUTRO_TIPO_SELECAO;QT_ING_PROC_SELETIVO;QT_ING_VG_REMANESC;QT_ING_VG_PROG_ESPECIAL;QT_ING_OUTRA_FORMA;QT_ING_0_17;QT_ING_18_24;QT_ING_25_29;QT_ING_30_34;QT_ING_35_39;QT_ING_40_49;QT_ING_50_59;QT_ING_60_MAIS;QT_ING_BRANCA;QT_ING_PRETA;QT_ING_PARDA;QT_ING_AMARELA;QT_ING_INDIGENA;QT_ING_CORND;QT_MAT;QT_MAT_FEM;QT_MAT_MASC;QT_MAT_DIURNO;QT_MAT_NOTURNO;QT_MAT_0_17;QT_MAT_18_24;QT_MAT_25_29;QT_MAT_30_34;QT_MAT_35_39;QT_MAT_40_49;QT_MAT_50_59;QT_MAT_60_MAIS;QT_MAT_BRANCA;QT_MAT_PRETA;QT_MAT_PARDA;QT_MAT_AMARELA;QT_MAT_INDIGENA;QT_MAT_CORND;QT_CONC;QT_CONC_FEM;QT_CONC_MASC;QT_CONC_DIURNO;QT_CONC_NOTURNO;QT_CONC_0_17;QT_CONC_18_24;QT_CONC_25_29;QT_CONC_30_34;QT_CONC_35_39;QT_CONC_40_49;QT_CONC_50_59;QT_CONC_60_MAIS;QT_CONC_BRANCA;QT_CONC_PRETA;QT_CONC_PARDA;QT_CONC_AMARELA;QT_CONC_INDIGENA;QT_CONC_CORND;QT_ING_NACBRAS;QT_ING_NACESTRANG;QT_MAT_NACBRAS;QT_MAT_NACESTRANG;QT_CONC_NACBRAS;QT_CONC_NACESTRANG;QT_ALUNO_DEFICIENTE;QT_ING_DEFICIENTE;QT_MAT_DEFICIENTE;QT_CONC_DEFICIENTE;QT_ING_FINANC;QT_ING_FINANC_REEMB;QT_ING_FIES;QT_ING_RPFIES;QT_ING_FINANC_REEMB_OUTROS;QT_ING_FINANC_NREEMB;QT_ING_PROUNII;QT_ING_PROUNIP;QT_ING_NRPFIES;QT_ING_FINANC_NREEMB_OUTROS;QT_MAT_FINANC;QT_MAT_FINANC_REEMB;QT_MAT_FIES;QT_MAT_RPFIES;QT_MAT_FINANC_REEMB_OUTROS;QT_MAT_FINANC_NREEMB;QT_MAT_PROUNII;QT_MAT_PROUNIP;QT_MAT_NRPFIES;QT_MAT_FINANC_NREEMB_OUTROS;QT_CONC_FINANC;QT_CONC_FINANC_REEMB;QT_CONC_FIES;QT_CONC_RPFIES;QT_CONC_FINANC_REEMB_OUTROS;QT_CONC_FINANC_NREEMB;QT_CONC_PROUNII;QT_CONC_PROUNIP;QT_CONC_NRPFIES;QT_CONC_FINANC_NREEMB_OUTROS;QT_ING_RESERVA_VAGA;QT_ING_RVREDEPUBLICA;QT_ING_RVETNICO;QT_ING_RVPDEF;QT_ING_RVSOCIAL_RF;QT_ING_RVOUTROS;QT_MAT_RESERVA_VAGA;QT_MAT_RVREDEPUBLICA;QT_MAT_RVETNICO;QT_MAT_RVPDEF;QT_MAT_RVSOCIAL_RF;QT_MAT_RVOUTROS;QT_CONC_RESERVA_VAGA;QT_CONC_RVREDEPUBLICA;QT_CONC_RVETNICO;QT_CONC_RVPDEF;QT_CONC_RVSOCIAL_RF;QT_CONC_RVOUTROS;QT_SIT_TRANCADA;QT_SIT_FALECIDO;QT_ING_PROCESCPUBLICA;QT_ING_PROCESCPRIVADA;QT_ING_PROCNAOINFORMADA;QT_MAT_PROCESCPUBLICA;QT_MAT_PROCESCPRIVADA;QT_MAT_PROCNAOINFORMADA;QT_CONC_PROCESCPUBLICA;QT_CONC_PROCESCPRIVADA;QT_CONC_PROCNAOINFORMADA;QT_PARFOR;QT_ING_PARFOR;QT_MAT_PARFOR;QT_CONC_PARFOR;QT_APOIO_SOCIAL;QT_ING_APOIO_SOCIAL;QT_MAT_APOIO_SOCIAL;QT_CONC_APOIO_SOCIAL;QT_ATIV_EXTRACURRICULAR;QT_ING_ATIV_EXTRACURRICULAR;QT_MAT_ATIV_EXTRACURRICULAR;QT_CONC_ATIV_EXTRACURRICULAR;QT_MOB_ACADEMICA;QT_ING_MOB_ACADEMICA;QT_MAT_MOB_ACADEMICA;QT_CONC_MOB_ACADEMICA
3.0;1486981;1;1;82;82;0;0;80;0;2;0;1026;1026;0;0;1024;0;2;0;81;21;60;81;0;79;3;0;0;76;0;0;0;2;0;0;0;55;18;2;3;1;1;1;32;17;31;0;0;1;217;56;161;217;0;0;140;47;14;9;4;2;1;88;33;94;1;0;1;5;2;3;5;0;0;1;4;0;0;0;0;0;3;0;2;0;0;0;81;0;217;0;5;0;9;3;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;49;49;33;2;26;0;132;132;83;7;72;0;3;3;1;0;1;0;24;0;63;18;0;162;55;0;4;1;0;0;0;0;0;78;34;76;0;27;5;26;1;0;0;0;0
1.0;37862;0;1;221;110;111;0;200;0;21;0;169;71;98;0;165;0;4;0;85;9;76;37;48;81;81;8;0;0;0;0;0;4;0;0;1;72;8;2;0;2;0;0;40;6;36;2;0;1;266;30;236;138;128;1;194;40;17;7;7;0;0;106;20;131;5;0;4;16;3;13;8;8;0;5;6;5;0;0;0;0;6;2;7;0;0;1;85;0;266;0;16;0;7;1;4;0;0;0;0;0;0;0;0;0;0;0;23;23;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;270;0;38;47;0;148;114;4;9;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.0;1286381;0;1;55;0;55;0;50;0;5;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;14;1;13;0;14;0;6;5;0;0;3;0;0;3;3;7;0;0;1;2;1;1;0;2;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0;0;14;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;0;0;0;0;11;3;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;13595;1;1;155;155;0;0;100;0;55;0;1242;1242;0;0;1227;0;15;0;116;16;100;116;0;100;0;100;0;0;0;0;0;15;0;1;2;106;6;1;0;1;0;0;61;10;41;0;1;3;642;89;553;642;0;2;465;142;28;3;2;0;0;333;39;252;3;1;14;41;7;34;41;0;0;17;19;5;0;0;0;0;26;0;13;0;0;2;116;0;640;2;41;0;13;4;11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;57;57;37;2;30;0;297;295;178;7;132;0;16;16;7;0;10;0;11;0;92;24;0;544;94;4;32;8;1;0;0;0;0;47;11;45;0;209;25;208;5;0;0;0;0
1.0;1136142;1;1;125;125;0;0;70;0;55;0;668;668;0;0;653;0;15;0;84;15;69;84;0;69;0;69;0;0;0;0;0;15;0;0;0;73;9;2;0;0;0;0;44;10;29;0;0;1;430;80;350;430;0;0;276;107;35;5;7;0;0;202;41;178;1;2;6;27;1;26;27;0;0;12;13;1;1;0;0;0;13;2;10;1;0;1;84;0;430;0;27;0;2;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;41;28;1;21;0;202;200;135;2;94;0;13;13;7;0;5;0;9;0;62;22;0;366;63;1;25;2;0;0;0;0;0;29;4;29;0;81;6;81;4;0;0;0;0
1.0;45883;1;1;80;80;0;0;80;0;0;0;80;80;0;0;80;0;0;0;73;18;55;73;0;73;0;73;0;0;0;0;0;0;0;0;0;71;2;0;0;0;0;0;22;0;5;0;0;46;363;58;305;363;0;0;291;54;11;5;1;1;0;134;12;53;3;0;161;17;4;13;17;0;0;5;9;1;1;1;0;0;8;1;3;1;0;4;73;0;363;0;17;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;0;23;50;0;48;315;0;0;17;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.0;48231;1;1;121;81;40;0;120;0;1;0;121;81;40;0;120;0;1;0;72;28;44;40;32;71;10;2;0;59;0;0;0;1;0;0;0;47;15;5;3;1;1;0;15;12;40;0;0;5;258;59;199;112;146;0;107;66;42;22;17;4;0;64;38;121;0;0;35;19;1;18;4;15;0;6;6;3;2;2;0;0;6;3;7;0;0;3;72;0;258;0;19;0;23;5;15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42;42;27;5;21;0;130;130;83;12;66;0;7;7;4;0;2;0;36;0;46;26;0;179;79;0;13;6;0;0;0;0;0;0;0;0;0;21;8;20;0;0;0;0;0
1.0;5001452;1;1;40;40;0;0;40;0;0;0;180;180;0;0;180;0;0;0;37;9;28;37;0;37;0;37;0;0;0;0;0;0;0;0;0;37;0;0;0;0;0;0;14;0;23;0;0;0;68;14;54;68;0;0;63;5;0;0;0;0;0;19;2;43;2;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;37;0;68;0;0;0;2;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;12;1;7;0;29;29;20;1;13;0;0;0;0;0;0;0;13;0;16;21;0;29;39;0;0;0;0;0;0;0;0;16;0;16;0;1;0;1;0;0;0;0;0
3.0;1367078;1;1;63;32;31;0;60;0;3;0;334;187;147;0;331;0;3;0;62;16;46;29;33;60;0;60;0;0;0;0;0;2;0;0;0;48;8;5;0;1;0;0;20;11;27;0;4;0;106;17;89;51;55;0;68;25;9;1;2;1;0;28;19;51;0;8;0;10;0;10;2;8;0;6;4;0;0;0;0;0;1;2;7;0;0;0;62;0;106;0;10;0;7;2;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;11;0;12;0;36;33;27;2;25;0;6;5;6;0;5;0;4;0;60;2;0;102;4;0;10;0;0;0;0;0;0;0;0;0;0;3;1;3;1;0;0;0;0
1.0;1616543;1;1;30;0;30;0;30;0;0;0;30;0;30;0;30;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;1616693;1;1;30;0;30;0;30;0;0;0;30;0;30;0;30;0;0;0;1;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.0;1419853;1;1;44;0;44;0;40;0;4;0;150;0;150;0;146;0;4;0;44;13;31;0;44;40;40;0;0;0;0;0;0;4;0;0;0;35;4;4;1;0;0;0;10;9;23;0;0;2;99;30;69;6;93;0;73;18;5;3;0;0;0;19;12;63;0;0;5;6;3;3;0;6;0;3;2;1;0;0;0;0;1;1;4;0;0;0;44;0;99;0;6;0;2;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;9;0;18;0;48;46;29;1;28;2;4;4;4;0;3;0;0;0;42;2;0;92;7;0;5;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
1.0;85150;1;1;25;25;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;9;25;34;0;0;31;1;1;0;1;0;0;2;6;25;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;13;12;4;0;12;0;0;0;0;0;0;0;1;0;0;0;0;34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.0;88728;1;1;45;0;45;0;40;0;5;0;346;0;346;0;342;0;4;0;45;13;32;0;45;41;41;0;0;0;0;0;0;4;0;0;1;37;5;0;2;0;0;0;8;6;27;0;0;4;152;31;121;0;152;1;130;15;3;2;0;1;0;25;19;101;1;0;6;13;3;10;0;13;0;13;0;0;0;0;0;0;3;1;9;0;0;0;45;0;152;0;13;0;7;2;7;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;20;14;2;10;1;78;66;51;6;34;12;8;4;4;0;2;4;2;0;39;6;0;133;19;0;12;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
1.0;18558;1;1;30;30;0;0;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;92;9;83;92;0;0;75;14;2;1;0;0;0;4;11;76;0;0;1;8;1;7;8;0;0;8;0;0;0;0;0;0;0;1;7;0;0;0;0;0;92;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;32;31;13;0;30;0;1;1;1;0;1;0;1;0;0;0;0;90;2;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.0;1595424;1;1;45;45;0;0;40;0;5;0;202;202;0;0;201;0;1;0;41;9;32;41;0;40;40;0;0;0;0;0;0;1;0;0;0;34;3;2;2;0;0;0;20;4;17;0;0;0;63;14;49;63;0;0;54;6;1;2;0;0;0;28;5;30;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;41;0;63;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;20;10;1;11;0;28;27;16;1;14;0;0;0;0;0;0;0;5;0;25;16;0;41;22;0;0;0;0;0;0;0;0;0;0;0;0;4;0;2;0;0;0;0;0
3.0;1515595;1;1;50;0;50;0;40;0;10;0;103;0;103;0;102;0;1;0;41;14;27;0;41;40;40;0;0;0;0;0;0;1;0;0;0;34;3;1;2;1;0;0;26;2;9;1;2;1;108;30;78;0;108;0;95;6;5;0;2;0;0;43;9;48;2;2;4;2;0;2;0;2;0;2;0;0;0;0;0;0;0;0;1;0;0;1;41;0;108;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;20;4;1;17;0;54;46;23;0;28;8;2;1;0;0;0;1;4;0;39;2;0;99;9;0;2;0;0;0;0;0;0;0;0;0;0;5;0;5;0;0;0;0;0
1.0;102590;1;1;100;100;0;0;100;0;0;0;283;283;0;0;283;0;0;0;86;22;64;86;0;86;0;86;0;0;0;0;0;0;0;0;0;84;1;1;0;0;0;0;27;6;53;0;0;0;291;60;231;291;0;0;248;30;7;4;0;2;0;106;21;164;0;0;0;30;6;24;30;0;0;21;8;0;1;0;0;0;7;1;22;0;0;0;86;0;291;0;30;0;4;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;40;40;29;0;20;0;120;120;84;0;52;0;14;14;12;0;4;0;190;0;67;19;0;233;58;0;25;5;0;0;0;0;0;46;8;45;7;96;0;91;19;0;0;0;0
3.0;1186003;1;1;46;45;1;0;40;0;6;0;160;159;1;0;159;0;1;0;50;24;26;49;1;49;49;0;0;0;0;0;0;1;0;0;0;47;0;2;1;0;0;0;21;1;26;0;0;2;134;35;99;76;58;0;114;14;4;2;0;0;0;54;9;67;1;0;3;5;2;3;0;5;0;2;2;0;1;0;0;0;2;0;3;0;0;0;50;0;134;0;5;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;21;21;4;0;19;0;68;60;31;1;44;8;3;3;2;1;2;0;3;0;44;6;0;124;10;0;4;1;0;0;0;0;0;0;0;0;0;5;0;4;0;0;0;0;0
1.0;513;1;1;72;72;0;0;72;0;0;0;428;428;0;0;428;0;0;0;62;10;52;62;0;61;0;61;0;0;0;0;0;0;0;1;0;61;1;0;0;0;0;0;29;5;28;0;0;0;334;42;292;334;0;0;267;54;6;3;4;0;0;111;32;190;1;0;0;25;2;23;25;0;0;10;15;0;0;0;0;0;9;0;16;0;0;0;62;0;334;0;25;0;13;2;8;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;26;26;21;2;11;0;149;149;122;5;69;0;7;7;7;0;4;0;87;0;28;34;0;157;177;0;7;18;0;0;0;0;0;28;2;28;2;158;11;147;15;0;0;0;0
1.0;18559;1;1;35;35;0;0;35;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;113;11;102;113;0;0;89;20;3;0;0;1;0;6;16;90;1;0;0;8;0;8;8;0;0;4;3;1;0;0;0;0;1;0;7;0;0;0;0;0;113;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;38;35;17;0;35;0;1;1;0;0;1;0;2;0;0;0;0;109;4;0;6;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3.0;62638;1;1;49;49;0;0;40;0;9;0;1270;1270;0;0;1261;0;9;0;54;14;40;54;0;45;42;3;0;0;0;0;0;9;0;0;1;41;8;1;2;1;0;0;9;6;33;0;0;6;214;41;173;214;0;1;140;37;21;9;6;0;0;42;19;130;1;0;22;10;0;10;10;0;0;5;4;1;0;0;0;0;1;0;6;0;0;3;54;0;214;0;10;0;8;5;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;24;21;14;4;11;0;99;87;57;5;48;8;5;5;2;0;3;0;2;0;34;20;0;141;73;0;9;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0
1.0;1117717;1;1;60;0;60;0;50;0;10;0;135;0;135;0;129;0;6;0;46;12;34;0;46;44;0;44;0;0;0;0;0;2;0;0;0;39;2;4;0;1;0;0;6;3;10;0;0;27;198;44;154;0;198;0;103;58;21;7;9;0;0;56;15;85;1;0;41;22;8;14;0;22;0;8;10;1;2;1;0;0;8;2;10;0;0;2;46;0;198;0;22;0;6;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;22;11;0;14;0;88;88;46;0;51;0;7;7;4;0;3;0;24;0;27;19;0;151;47;0;12;10;0;0;0;0;0;285;46;198;22;16;0;15;1;0;0;0;0
1.0;116770;1;1;62;62;0;0;50;0;12;0;231;231;0;0;222;0;9;0;56;13;43;56;0;50;0;50;0;0;0;0;0;6;0;0;0;49;1;2;1;3;0;0;29;3;24;0;0;0;210;34;176;210;0;0;154;28;9;13;5;1;0;112;10;79;0;1;8;21;2;19;21;0;0;7;9;3;2;0;0;0;10;1;7;0;1;2;56;0;210;0;21;0;2;1;2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;25;14;1;15;0;80;80;36;1;47;0;8;8;5;0;5;0;18;0;45;11;0;160;50;0;11;10;0;0;0;0;0;70;0;61;5;11;0;11;1;0;0;0;0
3.0;1515613;1;1;40;40;0;0;40;0;0;0;33;33;0;0;33;0;0;0;33;8;25;33;0;33;0;33;0;0;0;0;0;0;0;0;0;23;7;1;2;0;0;0;13;2;17;1;0;0;78;23;55;78;0;0;51;12;6;4;5;0;0;27;7;40;1;2;1;14;5;9;14;0;0;8;3;2;0;1;0;0;3;1;10;0;0;0;33;0;77;1;14;0;2;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;16;10;0;7;0;35;35;24;0;19;0;6;6;5;0;4;0;4;0;28;5;0;70;8;0;14;0;0;0;0;0;0;58;16;52;10;3;0;3;1;0;0;0;0
3.0;1183331;1;1;41;41;0;0;40;0;1;0;80;80;0;0;79;0;1;0;41;7;34;41;0;40;0;40;0;0;0;0;0;1;0;0;0;37;2;1;1;0;0;0;20;5;15;0;0;1;119;24;95;119;0;0;90;20;5;3;1;0;0;56;10;51;0;0;2;6;0;6;6;0;0;1;3;1;1;0;0;0;3;1;2;0;0;0;41;0;119;0;6;0;7;2;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;12;2;10;0;58;57;33;5;37;0;3;3;1;0;2;0;2;0;37;4;0;106;13;0;5;1;0;0;0;0;0;60;11;51;3;8;2;7;1;0;0;0;0
3.0;1188193;1;1;47;47;0;0;43;0;4;0;165;165;0;0;162;0;3;0;43;6;37;43;0;42;3;39;0;0;0;0;0;1;0;0;0;40;1;1;0;1;0;0;14;3;24;0;0;2;124;20;104;124;0;0;91;20;8;3;1;1;0;56;13;50;0;0;5;14;2;12;14;0;0;9;5;0;0;0;0;0;6;1;6;0;0;1;43;0;124;0;14;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;20;20;14;0;11;0;56;56;31;0;30;0;5;5;3;0;4;0;17;0;30;13;0;83;41;0;10;4;0;0;0;0;0;55;0;48;6;18;0;16;6;0;0;0;0
1.0;91262;1;1;56;56;0;0;50;0;6;0;361;361;0;0;344;0;17;0;56;7;49;56;0;50;0;50;0;0;0;0;0;6;0;0;1;48;3;4;0;0;0;0;4;1;19;1;0;31;261;24;237;261;0;1;188;38;20;7;5;2;0;80;10;112;1;1;57;23;1;22;23;0;0;15;5;1;1;0;1;0;12;0;10;0;0;1;56;0;261;0;23;0;8;3;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;25;15;1;14;0;122;122;72;1;64;0;9;9;5;0;1;0;28;0;29;27;0;157;104;0;14;9;0;0;0;0;0;342;56;261;23;52;6;52;5;0;0;0;0
1.0;20933;1;1;53;53;0;0;47;0;6;0;53;53;0;0;47;0;6;0;47;11;36;47;0;43;0;41;0;42;0;0;0;4;0;0;0;43;4;0;0;0;0;0;4;0;8;0;0;35;178;25;153;178;0;0;142;27;6;2;0;1;0;16;5;43;0;0;114;13;2;11;13;0;0;8;3;2;0;0;0;0;0;0;4;0;0;9;47;0;178;0;13;0;4;1;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;9;1;0;0;19;45;19;1;0;0;25;0;0;0;0;0;0;2;0;25;22;0;86;92;0;5;8;0;0;0;0;0;7;2;7;2;34;2;34;5;1;0;1;0
1.0;12313;1;1;80;80;0;0;30;0;50;0;254;254;0;0;243;0;11;0;33;3;30;33;0;30;0;30;0;0;7;0;0;2;0;1;0;27;3;1;0;2;0;0;18;2;12;0;0;1;50;5;45;50;0;0;38;10;1;0;1;0;0;27;1;21;0;0;1;8;1;7;8;0;0;3;5;0;0;0;0;0;4;0;4;0;0;0;33;0;50;0;8;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;15;15;9;0;8;0;13;13;8;0;7;0;0;0;0;0;0;0;21;0;24;9;0;32;18;0;4;4;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0
1.0;1190414;1;1;330;198;132;0;300;0;30;0;1990;990;1000;0;1756;0;234;0;332;58;274;200;132;300;0;300;0;0;0;0;0;30;0;2;0;281;35;8;5;3;0;0;174;25;130;1;1;1;1249;178;1071;790;459;0;895;223;75;28;23;4;1;631;98;503;3;2;12;126;19;107;102;24;0;68;41;14;2;1;0;0;60;10;52;0;0;4;330;2;1245;4;125;1;25;8;15;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;151;151;90;7;76;0;575;575;315;5;287;0;51;51;28;0;25;0;151;0;203;129;0;804;445;0;80;46;0;0;0;0;0;187;0;164;25;153;0;135;24;2;0;2;0
1.0;57606;1;1;30;30;0;0;30;0;0;0;26;26;0;0;26;0;0;0;26;7;19;26;0;26;0;26;0;24;0;0;0;0;0;0;0;25;1;0;0;0;0;0;3;3;3;0;0;17;112;23;89;112;0;0;76;20;8;4;3;1;0;35;9;27;1;0;40;6;0;6;6;0;0;2;3;1;0;0;0;0;3;0;2;0;0;1;26;0;112;0;6;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11;0;0;0;0;11;20;7;0;0;0;13;0;0;0;0;0;0;0;0;12;14;0;61;51;0;1;5;0;0;0;0;0;4;1;4;0;18;0;18;1;0;0;0;0
